"","start_date","codyko","h3h3productions","idubbbztv","jacksfilms","jennamarbles","pewdiepie.x","rhettandlink","ryanhiga","tvfilthyfrank","chillingtaleswi","dangelowallace","infinitelists","kurtisconner","lostinvegas","madisonharnish","sssniperwolf","asapscience","bigthink","cgpgrey","commonsenseeducators","crashcourse","edutopia","natgeo","tededucation","veritasium","vsauce1","jamescharles","jeffreestar","kathleenlights","nikkietutorials","patrickstarrr","ppmussas","rclbeauty101","tati","waynegoss","zoesugg","blogilates","chloeting","fitnessblender","jdcav24","madfit","pamelarf1","popsugarfitness","thefitnessmarshall","xhit","yogawithadriene","americastestkitchen","buzzfeedtasty","byrontalbott","foodwishes","gordonramsay","howtocakeit","howtocookthat","jamieoliver","junskitchen","laurainthekitchen","maangchi","tabithabrown","UCJHA_jMfCvEnv.3kRjTCQXw","captainsparklez","coryxkenshin","gamegrumps","gamenewsofficial","gamespot","jacksepticeye","leagueoflegends","mrbeast6000","packattack04082","pewdiepie.y","smoshgames","thegaminglemon","videogamedunkey","cocomelon","cybervillagesolution","disneyjunior","kidsdianashow","peppapig","ryantoysreview","thechuchutv","toycantando","UC977n5nXRn8MDuGQjwxkOLw","UCgFXm4TI8htWmCyJ6cVPG_A","UCpYye8D5fFMUPf9nSfgd4bA","vladandniki","vootkids","abcnews","bbcamerica","cbsnews","foxnews","gma","nbcnews","theyoungturks","tmz","usatoday","austinevans","dopeornope","geekyranjit","ijustine","kustoo","mkbhd","techunboxing007","tldtoday","unboxingsve","unboxtherapy","drewbinsky","evazubeckofficial","jonnajinton","karaandnate","koldstudios","lostleblanc","markwiens","mikecorey","sailinglavagabonde","sorelleamore","thebucketlistfamily","world_avg","world_avg_low","world_avg_high"
"1",2020-02-23,0.517073170731707,0.239536621823617,0.370937573065233,0.437659683188554,0.179439608011037,0,1,0.119150878794796,0.788362335786505,0.862884160756501,0.25783900903479,0.545452396709842,0.347773675883372,0.381564119900834,0.10981741201376,0.431320111857542,0.937517773715214,0.0396805744707193,0.119045408115888,0.405679513184584,0.956897421241973,0.353246753246753,0.350876472761608,0.758064245575778,0.154939119289572,0.872334246120654,0.573771609779384,0.772729622927208,0.561438561438561,0.206931282333013,0.3797022570834,0.868132838721074,0.0227030321499314,0.928844493772352,0.344709246901811,0.697956093868282,0.415993260740695,0.229481341741827,0.450167522894796,0.767857557397219,0.528896601000306,0.403175212320424,0.602088182845319,0.637932580240273,0.0378681626928471,0.606703764476469,0.304409270774449,0.912273499595179,0.0882352941176471,0.769236538173091,0.735291756042166,0.9488,0.976988823142669,0.6923,0.40776012797143,0.573661456601264,0.526290581916458,0.0533009034051425,0.963646677854729,0.102703118391202,0.235565819861432,0.657483601669648,0.0730186999109528,0.403029869944262,0.483065654189907,0.432425785189011,0.281454656673404,0.214226019128981,0,0.51615156277283,0.546425939572587,0.125069637883008,0.600437117948668,0.547672664465773,0.972981519218607,0.937502369796604,0.897433333333333,0.684336947456214,0.3999973999974,1,0.4620582640905,0.597562019633209,0.783334055553148,0.362067806183515,0.323334922216926,0.866676296403293,0.730916030534351,0.750023214783174,0.661011347361463,0.0555756175068612,0.631925535187358,0.411791695342969,0.653886190145732,0.888145454545455,0.636352892513148,0.367942199625368,0.394482160912899,0.395144043275884,0.0397727272727273,0.444446851843827,0.227245862884161,0,0.8,0.658986278103071,0.734609652642439,0.198733438880093,0.582531869241449,0.561912158080939,0.612318189980248,0.651371486623772,0.689662901201363,0.0344441123729827,0.488184567140777,0.521978021978022,0.914120008922596,0.559767441860465,-1.27405171375281,2.39358659747374
"2",2020-03-01,0.538056955988554,0.19531639262581,0.303483750292261,0.410321921308125,0.179439608011037,0,1,0.119150878794796,0.788362335786505,0.931442080378251,0.279874085278607,0.523411647915288,0.289761169291042,0.364210051836827,0.11669753903149,0.456044485873164,0.953158643103798,0.0555280425900706,0.130931377100938,0.498985801217039,1,0.379220779220779,0.333333333333333,0.80645810618133,0.154939119289572,0.856401958343706,0.628414089405667,0.772729622927208,0.512237762237762,0.201758000274688,0.369457339522971,0.887004651710534,0.0227030321499314,0.888210630164015,0.3163012392755,0.697956093868282,0.47998502386821,0.30974461496083,0.548358275631003,0.803584279313787,0.628355619067061,0.512272037108104,0.696328664189162,0.732741617357002,0.0575035063113604,0.679876816246938,0.369700395703787,0.956142451506962,0.0882352941176471,0.826908654567272,0.794124731873502,0.897466666666667,1,0.7308,0.436404895651203,0.658962421017626,0.578940166261845,0.114246004169562,0.945470016782093,0.102703118391202,0.375533627265729,0.672748956469887,0.0730186999109528,0.476347005859654,0.483065654189907,0.400895250743993,0.293581525286381,0.178568112173832,0,0.499214248297538,0.565217391304348,0.178551532033426,0.600437117948668,0.463586873346597,1,0.875002031254232,0.897433333333333,0.684336947456214,0.44999544999545,1,0.500550605666233,0.670729967277985,0.783334055553148,0.396551414982271,0.310001299995667,0.922230247002744,0.743320610687023,0.785727551304671,0.711865153685138,0.0833453705041167,0.702026819181297,0.441156228492774,0.631679389312977,0.776218181818182,0.681794008154583,0.355097671929355,0.39997111079012,0.419360925902629,0.0397727272727273,0.444446851843827,0.25,0,0.72,0.515733249899432,0.734609652642439,0.185984501291559,0.54368294837814,0.495556130813703,0.626144729753995,0.586183542160515,0.724134839519455,0.0373580394500897,0.416396012991376,0.545482295482295,0.914120008922596,1.07054263565891,-1.56980592977636,3.71089120109419
"3",2020-03-08,0.559013489576237,0.227703039362232,0.191080196399345,0.383111905978539,0.179439608011037,0,0.944460494005489,0.119150878794796,0.788362335786505,1,0.314459752258698,0.501382717216602,0.231824003616364,0.364210051836827,0.131780894416512,0.456044485873164,0.968758886857607,0.0634517766497462,0.142910205218683,0.578093306288032,0.96553810980735,0.54025974025974,0.315790193905059,0.80645810618133,0.154939119289572,0.840428180234005,0.683060831315852,0.810606788048898,0.305444555444555,0.190724717300737,0.359212421962542,0.905876464699994,0.0227030321499314,0.847515106671599,0.275500476644423,0.697956093868282,0.52001497613179,0.396426946690095,0.64654902836721,0.839287786986095,0.701636555408118,0.614953364590459,0.759164726861872,0.827550654473731,0.076437587657784,0.753049868017407,0.47823629169022,1,0.0882352941176471,0.826908654567272,0.852946237052501,0.846266666666667,0.992349530811069,0.8077,0.436404895651203,0.680246092450948,0.657897437651808,0.25858234885337,0.909093057886402,0.102703118391202,0.461669815942333,0.695766249254621,0.0730186999109528,0.494640560240103,0.483065654189907,0.369364716298974,0.281454656673404,0.142817346085988,0,0.463418892963157,0.584377302873987,0.232126276694522,0.600437117948668,0.463586873346597,1,0.77083389757062,0.897433333333333,0.684336947456214,0.54999804999805,1,0.500550605666233,0.743902671029602,0.716665944446852,0.41379209869238,0.333331888893704,0.955553950599451,0.779898218829516,0.714272448695329,0.745753002093203,0.0833453705041167,0.754617023458239,0.441156228492774,0.609472588480222,0.776218181818182,0.727294214973704,0.355097671929355,0.405604506716741,0.612907283935086,0.0397727272727273,0.555553148156173,0.25,0,0.64,0.644660975282707,0.734609652642439,0.173152237313557,0.54368294837814,0.561912158080939,0.639971269527743,0.520995597697257,0.758606777837547,0.0358637178720861,0.301489528502632,0.51037851037851,0.897167075619005,0.501286821705426,-1.55856872614935,2.5611423695602
"4",2020-03-15,0.600926556751601,0.260151968111609,0.161094224924012,0.383111905978539,0.179439608011037,0,0.916654629495883,0.119150878794796,0.788362335786505,1,0.333346960467683,0.479341968422048,0.231824003616364,0.390128465179175,0.151495104525007,0.406589309247533,0.822912858013406,0.0634517766497462,0.142910205218683,0.62474645030426,0.931042598258414,0.566233766233766,0.315790193905059,0.870972070787553,0.126760047605969,0.800555970458883,0.737703310942135,0.810606788048898,0.482767232767233,0.17973721558394,0.348967504402113,0.905876464699994,0.0227030321499314,0.806881243063263,0.234699714013346,0.697956093868282,0.568000998408786,0.481506600611856,0.744739781103417,0.91071801657497,0.774917491749175,0.69837985750755,0.821987176869359,0.862067419759727,0.0750350631136045,0.817067370573827,0.565291124929339,1,0.0882352941176471,0.855782210889455,0.911767742231501,0.769333333333333,0.915725300340685,0.84615,0.436404895651203,0.718656468240772,0.736820498785536,0.447255038220987,0.945470016782093,0.102703118391202,0.515501434670026,0.703398926654741,0.0730186999109528,0.494640560240103,0.504603185269807,0.408765586954918,0.269327788060426,0.142817346085988,0,0.427623537628776,0.626750184229919,0.285701021355617,0.600437117948668,0.547672664465773,1,0.72916610242938,0.897433333333333,0.684336947456214,0.5999960999961,1,0.500550605666233,0.78048664485199,0.683334055553148,0.396551414982271,0.333331888893704,0.911122345803842,0.790394402035623,0.642863775652335,0.762718960008813,0.0833453705041167,0.772139496200426,0.450944406209375,0.587265787647467,0.748290909090909,0.772735330615139,0.355097671929355,0.411093456593962,0.685495030821487,0.0397727272727273,0.583329722234259,0.227245862884161,0,0.6,0.658986278103071,0.734609652642439,0.166736105324556,0.504859270478354,0.561912158080939,0.639971269527743,0.586183542160515,0.827550654473731,0.0344441123729827,0.272762907380446,0.521978021978022,0.862815079188044,2.75931782945736,-0.434294479180419,5.95293013809515
"5",2020-03-22,0.621910342008448,0.292600896860987,0.131108253448679,0.383111905978539,0.179439608011037,0,0.833309258991767,0.119150878794796,0.788362335786505,1,0.352193287273619,0.396698024014371,0.231824003616364,0.381564119900834,0.157978301137867,0.406589309247533,0.739589681088767,0.0634517766497462,0.178568112173832,0.701825557809331,0.896580708065763,0.532467532467532,0.34210490304747,0.870972070787553,0.183099880985077,0.760642270351008,0.79235005285232,0.810606788048898,0.403846153846154,0.17973721558394,0.338722586841684,0.905876464699994,0.0227030321499314,0.766247379454927,0.194089609151573,0.697956093868282,0.604006115253814,0.569793696968685,0.80853249944159,0.964296492327692,0.822027151168725,0.762551515859376,0.874341487319802,0.862067419759727,0.073632538569425,0.871953104563506,0.630582249858677,0.985380817168987,0.0882352941176471,0.942252887355632,0.95588387111575,0.7436,0.839101069870301,0.88465,0.450690078494104,0.820917858330562,0.789470083130923,0.533842946490618,0.963646677854729,0.102703118391202,0.558569529008328,0.71103160405486,0.0730186999109528,0.494640560240103,0.526157516295948,0.44819105241152,0.232945605665512,0.142817346085988,0,0.391828182294395,0.669123065585851,0.321448467966574,0.619200015611355,0.435558276306872,0.972981519218607,0.708333559028248,0.897433333333333,0.598787878787879,0.65000065000065,1,0.529432375613174,0.817075374781219,0.683334055553148,0.41379209869238,0.366668111106296,0.9,0.80089058524173,0.642863775652335,0.745753002093203,0.0833453705041167,0.789673361967803,0.460809054064388,0.587265787647467,0.664363636363636,0.840926549666135,0.331348675408081,0.416726852520584,0.709649012454397,0.0397727272727273,0.583329722234259,0.227245862884161,0,0.52,0.673311580923434,0.734609652642439,0.160319973335555,0.504859270478354,0.561912158080939,0.65379780930149,0.586183542160515,0.862067419759727,0.0330245068738793,0.200974353231045,0.545482295482295,0.845639080972563,11.8748914728682,4.20450100831201,19.5452819374244
"6",2020-03-29,0.64286687559613,0.325049825610364,0.101180734159458,0.383111905978539,0.179439608011037,0,0.796258847320526,0.119150878794796,0.894146777632574,1,0.342749683169126,0.359506476316536,0.289761169291042,0.372774397115168,0.163535326806033,0.406589309247533,0.68750761730652,0.071437414881763,0.178568112173832,0.827586206896552,0.862085196516827,0.501298701298701,0.368419612189882,0.80645810618133,0.211260642680582,0.640942660360136,0.846992532478603,0.801137496768475,0.325174825174825,0.17973721558394,0.472066591964143,0.905876464699994,0.0227030321499314,0.725551855962511,0.153288846520496,0.697956093868282,0.640011232098842,0.648452205560123,0.872369890551709,1,0.874369705011738,0.820307676905878,0.926695797770245,0.89653935807782,0.0722300140252454,0.926826948229531,0.717354437535331,0.970761634337975,0.0882352941176471,0.942252887355632,0.95588387111575,0.718,0.747116131731516,0.9231,0.493620029016778,0.859328234120386,0.868393144264651,0.626337734537874,0.981823338927364,0.102703118391202,0.590860102176499,0.718664281454979,0.0730186999109528,0.439759897098757,0.547695047375848,0.487616517868123,0.196563423270597,0.142817346085988,0,0.355858215470578,0.711864406779661,0.35719591457753,0.63796535254831,0.407529679267146,0.972981519218607,0.687501015627116,0.897433333333333,0.541762579927718,0.6999986999987,1,0.558314145560116,0.890243322425995,0.683334055553148,0.431035023781026,0.4,0.922230247002744,0.786895674300254,0.642863775652335,0.81355073262091,0.101870576339737,0.815957071081084,0.47059723178099,0.587265787647467,0.636363636363636,0.863617561898009,0.307599678886808,0.333381482016467,0.709649012454397,0.0397727272727273,0.54166486111713,0.227245862884161,0,0.48,0.687636883743798,0.734609652642439,0.19240063328056,0.524271109428247,0.628268185348175,0.681450888848985,0.520995597697257,0.89653935807782,0.0171846981470412,0.200974353231045,0.615995115995116,0.948472005353558,18.8997441860465,10.4156551012885,27.3838332708046
"7",2020-04-05,0.663823409183813,0.357436472346786,0.101180734159458,0.383111905978539,0.179439608011037,0,0.759280658673985,0.119150878794796,0.947038998555609,1,0.336494828502514,0.322314928618701,0.40571084155805,0.381564119900834,0.17160624503837,0.43956156986275,0.671866747917936,0.0793611489414387,0.142910205218683,0.890466531440162,0.827589684967892,0.4,0.447363739617116,0.80645810618133,0.211260642680582,0.521284540702016,0.868849524329117,0.761362041585109,0.246253746253746,0.17973721558394,0.464703057467584,0.887004651710534,0.0227030321499314,0.684917992354174,0.112488083889418,0.697956093868282,0.664004243237341,0.735134537289388,0.936162608889882,0.973210762123639,0.911013575584363,0.871648340647056,0.947645689549557,0.931011296395912,0.0708274894810659,0.963413474114765,0.804409270774449,0.912273499595179,0.0882352941176471,0.942252887355632,0.95588387111575,0.709466666666667,0.701153547307393,0.96155,0.493620029016778,0.897572331227137,0.921042728610037,0.70813064628214,0.963646677854729,0.102703118391202,0.644691720904192,0.795110316040549,0.0730186999109528,0.494640560240103,0.569232578455749,0.527017388524066,0.184436554657619,0.142817346085988,0,0.320062860136197,0.754237288135593,0.35719591457753,0.694256484810639,0.379501082227421,0.945963038437215,0.708333559028248,0.897433333333333,0.484737281067556,0.8000013000013,1,0.558314145560116,0.890243322425995,0.683334055553148,0.448275707491135,0.466668111106296,0.944446049400549,0.772900763358779,0.607159439130838,0.847460614740553,0.120359670663007,0.833490936848461,0.441156228492774,0.587265787647467,0.608436363636364,0.931808780949004,0.283850682365534,0.422215802397804,0.733865895081142,0.0397727272727273,0.5,0.227245862884161,0,0.48,0.716287489384526,0.734609652642439,0.173152237313557,0.54368294837814,0.628268185348175,0.695277428622733,0.586183542160515,0.931011296395912,0.0171846981470412,0.200974353231045,0.663003663003663,0.948472005353558,21.128488372093,12.8119970304158,29.4449797137702
"8",2020-04-12,0.663823409183813,0.337194818136522,0.0711947626841244,0.383111905978539,0.179439608011037,0,0.722230247002745,0.119150878794796,0.947038998555609,1,0.336494828502514,0.285123380920866,0.463648007232728,0.368492224475997,0.181926435564964,0.472527401883578,0.625025391021735,0.0872848830011143,0.178568112173832,0.904665314401623,0.762935816830851,0.4,0.473678448759528,0.80645810618133,0.211260642680582,0.481370840594142,0.868849524329117,0.735797909665029,0.423576423576424,0.17973721558394,0.457339522971026,0.868132838721074,0.0227030321499314,0.675915649278579,0.0718779790276454,0.697956093868282,0.700009360082369,0.82663324972141,0.965646638373911,0.928569770411124,0.937184852505869,0.922989004388234,0.979063720885912,0.965483234714004,0.0694249649368864,0.98171268221921,0.847936687394008,0.897654316764166,0.0882352941176471,0.942252887355632,0.95588387111575,0.726533333333333,0.563206024744486,0.96155,0.493620029016778,0.93598270701696,0.921042728610037,0.778735232800556,0.909093057886402,0.102703118391202,0.687759815242494,0.825641025641026,0.0730186999109528,0.494640560240103,0.655382702775351,0.54120858850439,0.160181240875682,0.142817346085988,0,0.320062860136197,0.867722918201916,0.404735376044568,0.750547617072968,0.379501082227421,0.945963038437215,0.72916610242938,0.897433333333333,0.427711982207395,0.84999934999935,1,0.539067974772249,0.963416026177612,0.683334055553148,0.482759316289891,0.5,0.933338148201647,0.758905852417303,0.607159439130838,0.881348463148617,0.166654629495883,0.912364850238684,0.411791695342969,0.609472588480222,0.608436363636364,0.954558884358565,0.26010168584426,0.511050122779142,0.758082777707888,0.0397727272727273,0.45833513888287,0.25,0,0.44,0.744938095025254,0.734609652642439,0.147487709357554,0.553401489334848,0.628268185348175,0.791883641587359,0.564510667118185,0.965483234714004,0.0171846981470412,0.200974353231045,0.71001221001221,0.982824001784519,22.073484375,13.3781429052621,30.7688258447379
"9",2020-04-19,0.684779942771495,0.316890881913303,0.063712882861819,0.3447879407256,0.179439608011037,0,0.675935288169869,0.119150878794796,0.947038998555609,1,0.367932627447774,0.247931833223031,0.463648007232728,0.372774397115168,0.159301402487431,0.505493233904407,0.562502539102174,0.0952086170607899,0.214318878261677,0.904665314401623,0.69828194869381,0.501298701298701,0.473678448759528,0.80645810618133,0.183099880985077,0.441498630819019,0.846992532478603,0.710226391402297,0.216783216783217,0.17973721558394,0.408996318232752,0.849261025731614,0.0227030321499314,0.683808114440745,0.0718779790276454,0.697956093868282,0.711990265514337,0.902080142237655,1,0.901780532534763,0.96859582865503,0.961490330869471,1,1,0.0680224403927069,1,0.891464104013567,0.883035133933153,0.0882352941176471,0.942252887355632,0.911767742231501,0.7436,0.517243440320363,0.96155,0.465012462333991,0.957266378450283,0.947350415654613,0.830576789437109,0.945470016782093,0.102703118391202,0.720064385191406,0.85629099582588,0.0730186999109528,0.439759897098757,0.676920233855252,0.555399788484714,0.17230810948866,0.142817346085988,0,0.320062860136197,0.981208548268239,0.452367688022284,0.769310514735656,0.379501082227421,0.918909423090436,0.77083389757062,0.846153333333333,0.470480956352516,0.8999973999974,1,0.539067974772249,1,0.649997833340555,0.534483608798756,0.5,1,0.744910941475827,0.678568112173832,0.949146193676325,0.194460494005489,1,0.499961764930795,0.583969465648855,0.748290909090909,0.954558884358565,0.244915707786995,0.544417160190669,0.754057114102403,0.0397727272727273,0.416670277765741,0.272754137115839,0,0.4,0.722031019532472,0.690530780694715,0.134655445379552,0.563120030291556,0.561912158080939,0.773567965523433,0.581781239417541,1,0.0171846981470412,0.200974353231045,0.686507936507937,0.988623689493643,21.760390625,13.4119308149188,30.1088504350812
"10",2020-04-26,0.705763728028342,0.296649227703039,0.0561725508534019,0.306591722023505,0.179439608011037,0,0.629640329336993,0.119150878794796,0.947038998555609,1,0.364784759412943,0.210740285525196,0.550591426203571,0.359927879197656,0.153215136279439,0.579666355951271,0.468738574040219,0.130927324501671,0.226204847246727,0.937119675456389,0.63362808055677,0.501298701298701,0.526307867044351,0.784953451312589,0.183099880985077,0.401584930711144,0.82513554062809,0.684654873139565,0.191308691308691,0.17973721558394,0.360653113494477,0.849261025731614,0.0227030321499314,0.69170057960291,0.0718779790276454,0.697956093868282,0.711990265514337,0.961475214838125,1,0.874991294658402,1,1,1,1,0.0659186535764376,1,0.913227812323346,0.86841595110214,0.0882352941176471,0.971126443677816,0.95588387111575,0.712933333333333,0.517243440320363,1,0.450690078494104,0.978716328566678,1,0.873870743571925,0.945470016782093,0.102703118391202,0.741605430750927,0.886821705426357,0.0730186999109528,0.549664141775046,0.698457764935152,0.569590988465039,0.196563423270597,0.130931377100938,0,0.29544264012572,1,0.5,0.769310514735656,0.379501082227421,0.891890942309044,0.77083389757062,0.794873333333333,0.513249930497637,0.94999544999545,1,0.539067974772249,1,0.583334055553148,0.568964976218974,0.5,0.977784197602196,0.730916030534351,0.642863775652335,0.983056075795968,0.236133179257547,0.964943661490436,0.588208304657031,0.558639833448994,0.734327272727273,0.931808780949004,0.22972972972973,0.577784197602196,0.749968549503082,0.0397727272727273,0.5,0.272754137115839,0,0.4,0.727752201314084,0.646451908746991,0.12182318140155,0.524271109428247,0.561912158080939,0.741246184234153,0.599221131053166,1,0.0200986252241482,0.200974353231045,0.71001221001221,0.994200312290877,20.163796875,11.7420082369536,28.5855855130464
