"","start_date","name","weekly_subscribers","weekly_views","category"
"1",2019-05-26,"codyko",33974,4034616,"comedy"
"2",2019-05-26,"h3h3productions",6397,1196953,"comedy"
"3",2019-05-26,"idubbbztv",5461,1243384,"comedy"
"4",2019-05-26,"jacksfilms",603,830851,"comedy"
"5",2019-05-26,"jennamarbles",3807,1507039,"comedy"
"6",2019-05-26,"pewdiepie.x",94561,33562021,"comedy"
"7",2019-05-26,"rhettandlink",486,396487,"comedy"
"8",2019-05-26,"ryanhiga",1898,3916754,"comedy"
"9",2019-05-26,"tvfilthyfrank",5390,1123797,"comedy"
"10",2019-05-26,"chillingtaleswi",271,32371,"commentory"
"11",2019-05-26,"dangelowallace",540,77013,"commentory"
"12",2019-05-26,"infinitelists",51651,14311531,"commentory"
"13",2019-05-26,"kurtisconner",12317,1361175,"commentory"
"14",2019-05-26,"lostinvegas",1584,469854,"commentory"
"15",2019-05-26,"madisonharnish",0,2,"commentory"
"16",2019-05-26,"sssniperwolf",24150,15952272,"commentory"
"17",2019-05-26,"asapscience",12324,2917983,"educational"
"18",2019-05-26,"bigthink",2852,463746,"educational"
"19",2019-05-26,"cgpgrey",2151,540415,"educational"
"20",2019-05-26,"commonsenseeducators",85,32638,"educational"
"21",2019-05-26,"crashcourse",13042,1898852,"educational"
"22",2019-05-26,"edutopia",269,59462,"educational"
"23",2019-05-26,"natgeo",27014,5484895,"educational"
"24",2019-05-26,"tededucation",20794,4844958,"educational"
"25",2019-05-26,"veritasium",118258,10730054,"educational"
"26",2019-05-26,"vsauce1",9260,1395821,"educational"
"27",2019-05-26,"jamescharles",49487,4081163,"fashion&beauty"
"28",2019-05-26,"jeffreestar",39508,6885870,"fashion&beauty"
"29",2019-05-26,"kathleenlights",913,653133,"fashion&beauty"
"30",2019-05-26,"nikkietutorials",4236,1023090,"fashion&beauty"
"31",2019-05-26,"patrickstarrr",11257,1415045,"fashion&beauty"
"32",2019-05-26,"ppmussas",8634,2082453,"fashion&beauty"
"33",2019-05-26,"rclbeauty101",3642,2410273,"fashion&beauty"
"34",2019-05-26,"tati",-21035,3410699,"fashion&beauty"
"35",2019-05-26,"waynegoss",232,209333,"fashion&beauty"
"36",2019-05-26,"zoesugg",-552,215418,"fashion&beauty"
"37",2019-05-26,"blogilates",5754,843131,"fitness"
"38",2019-05-26,"chloeting",12904,852333,"fitness"
"39",2019-05-26,"fitnessblender",4158,1072731,"fitness"
"40",2019-05-26,"jdcav24",30186,5023654,"fitness"
"41",2019-05-26,"madfit",3516,216317,"fitness"
"42",2019-05-26,"pamelarf1",4817,442380,"fitness"
"43",2019-05-26,"popsugarfitness",5096,394904,"fitness"
"44",2019-05-26,"thefitnessmarshall",9858,1619490,"fitness"
"45",2019-05-26,"xhit",1499,365244,"fitness"
"46",2019-05-26,"yogawithadriene",9884,891626,"fitness"
"47",2019-05-26,"americastestkitchen",888,240221,"food"
"48",2019-05-26,"buzzfeedtasty",91617,22506013,"food"
"49",2019-05-26,"byrontalbott",-143,71950,"food"
"50",2019-05-26,"foodwishes",3349,918529,"food"
"51",2019-05-26,"gordonramsay",16677,3875126,"food"
"52",2019-05-26,"howtocakeit",1922,303948,"food"
"53",2019-05-26,"howtocookthat",740,365400,"food"
"54",2019-05-26,"jamieoliver",2559,680916,"food"
"55",2019-05-26,"junskitchen",13533,865714,"food"
"56",2019-05-26,"laurainthekitchen",1297,330903,"food"
"57",2019-05-26,"maangchi",6406,668873,"food"
"58",2019-05-26,"tabithabrown",163,4100,"food"
"59",2019-05-26,"UCJHA_jMfCvEnv-3kRjTCQXw",20472,4073089,"food"
"60",2019-05-26,"captainsparklez",1764,1224340,"gaming"
"61",2019-05-26,"coryxkenshin",9438,3641913,"gaming"
"62",2019-05-26,"gamegrumps",1660,3182265,"gaming"
"63",2019-05-26,"gamenewsofficial",608,457821,"gaming"
"64",2019-05-26,"gamespot",18101,7972674,"gaming"
"65",2019-05-26,"jacksepticeye",8845,8557381,"gaming"
"66",2019-05-26,"leagueoflegends",7153,5719850,"gaming"
"67",2019-05-26,"mrbeast6000",129702,25830143,"gaming"
"68",2019-05-26,"packattack04082",3073,3707291,"gaming"
"69",2019-05-26,"pewdiepie.y",56961,21584653,"gaming"
"70",2019-05-26,"smoshgames",849,1075968,"gaming"
"71",2019-05-26,"thegaminglemon",428,130056,"gaming"
"72",2019-05-26,"videogamedunkey",4425,2314997,"gaming"
"73",2019-05-26,"cocomelon",294584,260221815,"kids"
"74",2019-05-26,"cybervillagesolution",47801,27141655,"kids"
"75",2019-05-26,"disneyjunior",19839,17272579,"kids"
"76",2019-05-26,"kidsdianashow",258454,126455008,"kids"
"77",2019-05-26,"peppapig",21438,17102819,"kids"
"78",2019-05-26,"ryantoysreview",27876,56523741,"kids"
"79",2019-05-26,"thechuchutv",47721,25513060,"kids"
"80",2019-05-26,"toycantando",42973,20502866,"kids"
"81",2019-05-26,"UC977n5nXRn8MDuGQjwxkOLw",25533,7485665,"kids"
"82",2019-05-26,"UCgFXm4TI8htWmCyJ6cVPG_A",125035,83312516,"kids"
"83",2019-05-26,"UCpYye8D5fFMUPf9nSfgd4bA",21423,23812203,"kids"
"84",2019-05-26,"vladandniki",261328,154196484,"kids"
"85",2019-05-26,"vootkids",19114,11081511,"kids"
"86",2019-05-26,"abcnews",13598,12275315,"news"
"87",2019-05-26,"bbcamerica",1104,1431125,"news"
"88",2019-05-26,"cbsnews",4156,3243475,"news"
"89",2019-05-26,"foxnews",6285,9556484,"news"
"90",2019-05-26,"gma",3525,2262839,"news"
"91",2019-05-26,"nbcnews",2752,1100546,"news"
"92",2019-05-26,"theyoungturks",1616,2284798,"news"
"93",2019-05-26,"tmz",1771,747651,"news"
"94",2019-05-26,"usatoday",4650,2925108,"news"
"95",2019-05-26,"austinevans",5579,1633955,"product_review"
"96",2019-05-26,"dopeornope",4954,3395117,"product_review"
"97",2019-05-26,"geekyranjit",3031,1165923,"product_review"
"98",2019-05-26,"ijustine",8208,1869427,"product_review"
"99",2019-05-26,"kustoo",0,103591,"product_review"
"100",2019-05-26,"mkbhd",17548,5038456,"product_review"
"101",2019-05-26,"techunboxing007",1853,184215,"product_review"
"102",2019-05-26,"tldtoday",-240,286983,"product_review"
"103",2019-05-26,"unboxingsve",23,11063,"product_review"
"104",2019-05-26,"unboxtherapy",17134,6448083,"product_review"
"105",2019-05-26,"drewbinsky",3945,1164682,"travel"
"106",2019-05-26,"evazubeckofficial",703,51567,"travel"
"107",2019-05-26,"jonnajinton",2406,123173,"travel"
"108",2019-05-26,"karaandnate",3706,570810,"travel"
"109",2019-05-26,"koldstudios",962,37538,"travel"
"110",2019-05-26,"lostleblanc",3381,248708,"travel"
"111",2019-05-26,"markwiens",11169,2259386,"travel"
"112",2019-05-26,"mikecorey",732,60463,"travel"
"113",2019-05-26,"sailinglavagabonde",30885,2773685,"travel"
"114",2019-05-26,"sorelleamore",3737,143823,"travel"
"115",2019-05-26,"thebucketlistfamily",2528,252214,"travel"
"116",2019-06-02,"codyko",63430,10983136,"comedy"
"117",2019-06-02,"h3h3productions",15619,3400080,"comedy"
"118",2019-06-02,"idubbbztv",10439,2543274,"comedy"
"119",2019-06-02,"jacksfilms",3192,5579805,"comedy"
"120",2019-06-02,"jennamarbles",13730,6856455,"comedy"
"121",2019-06-02,"pewdiepie.x",123659,55313629,"comedy"
"122",2019-06-02,"rhettandlink",838,790057,"comedy"
"123",2019-06-02,"ryanhiga",10776,4467163,"comedy"
"124",2019-06-02,"tvfilthyfrank",9507,2190961,"comedy"
"125",2019-06-02,"chillingtaleswi",663,90648,"commentory"
"126",2019-06-02,"dangelowallace",974,88765,"commentory"
"127",2019-06-02,"infinitelists",68704,22239066,"commentory"
"128",2019-06-02,"kurtisconner",22526,2177190,"commentory"
"129",2019-06-02,"lostinvegas",3531,911739,"commentory"
"130",2019-06-02,"madisonharnish",0,1,"commentory"
"131",2019-06-02,"sssniperwolf",36959,33715944,"commentory"
"132",2019-06-02,"asapscience",28802,5003229,"educational"
"133",2019-06-02,"bigthink",4271,825806,"educational"
"134",2019-06-02,"cgpgrey",4194,1041918,"educational"
"135",2019-06-02,"commonsenseeducators",112,31644,"educational"
"136",2019-06-02,"crashcourse",19522,3105158,"educational"
"137",2019-06-02,"edutopia",249,55557,"educational"
"138",2019-06-02,"natgeo",48575,11379298,"educational"
"139",2019-06-02,"tededucation",31814,7158747,"educational"
"140",2019-06-02,"veritasium",74309,8676535,"educational"
"141",2019-06-02,"vsauce1",20244,2791341,"educational"
"142",2019-06-02,"jamescharles",55240,5947952,"fashion&beauty"
"143",2019-06-02,"jeffreestar",114073,12848986.6666667,"fashion&beauty"
"144",2019-06-02,"kathleenlights",659,1336760,"fashion&beauty"
"145",2019-06-02,"nikkietutorials",10830,2555838,"fashion&beauty"
"146",2019-06-02,"patrickstarrr",9703,2034570,"fashion&beauty"
"147",2019-06-02,"ppmussas",16733,3879267,"fashion&beauty"
"148",2019-06-02,"rclbeauty101",1445,4785518,"fashion&beauty"
"149",2019-06-02,"tati",-24775,6367518,"fashion&beauty"
"150",2019-06-02,"waynegoss",61,391145,"fashion&beauty"
"151",2019-06-02,"zoesugg",-1227,276672,"fashion&beauty"
"152",2019-06-02,"blogilates",8771,1935007,"fitness"
"153",2019-06-02,"chloeting",41639,2081477,"fitness"
"154",2019-06-02,"fitnessblender",6324,1721782,"fitness"
"155",2019-06-02,"jdcav24",36497,6534455,"fitness"
"156",2019-06-02,"madfit",13942,734953,"fitness"
"157",2019-06-02,"pamelarf1",9402,884603,"fitness"
"158",2019-06-02,"popsugarfitness",12782,1989026,"fitness"
"159",2019-06-02,"thefitnessmarshall",20573,3342349,"fitness"
"160",2019-06-02,"xhit",1754.66666666667,596339,"fitness"
"161",2019-06-02,"yogawithadriene",20825,1986028,"fitness"
"162",2019-06-02,"americastestkitchen",4156,712337,"food"
"163",2019-06-02,"buzzfeedtasty",90802,26350034,"food"
"164",2019-06-02,"byrontalbott",-35.3333333333333,126287,"food"
"165",2019-06-02,"foodwishes",6106,1663810,"food"
"166",2019-06-02,"gordonramsay",38310,8631280,"food"
"167",2019-06-02,"howtocakeit",1575,612360,"food"
"168",2019-06-02,"howtocookthat",782,523210,"food"
"169",2019-06-02,"jamieoliver",6093,1397395,"food"
"170",2019-06-02,"junskitchen",21706,1651759,"food"
"171",2019-06-02,"laurainthekitchen",2204,640256,"food"
"172",2019-06-02,"maangchi",11033,1317928,"food"
"173",2019-06-02,"tabithabrown",110,2799,"food"
"174",2019-06-02,"UCJHA_jMfCvEnv-3kRjTCQXw",36625,10007328,"food"
"175",2019-06-02,"captainsparklez",5787,3851416,"gaming"
"176",2019-06-02,"coryxkenshin",24095,10891228,"gaming"
"177",2019-06-02,"gamegrumps",4953,10757097,"gaming"
"178",2019-06-02,"gamenewsofficial",1188,1230936,"gaming"
"179",2019-06-02,"gamespot",31932,14134106,"gaming"
"180",2019-06-02,"jacksepticeye",26351,27377208,"gaming"
"181",2019-06-02,"leagueoflegends",18214,15128153,"gaming"
"182",2019-06-02,"mrbeast6000",445028,77264494,"gaming"
"183",2019-06-02,"packattack04082",8267,10341115,"gaming"
"184",2019-06-02,"pewdiepie.y",123659,55313629,"gaming"
"185",2019-06-02,"smoshgames",2822,3721477,"gaming"
"186",2019-06-02,"thegaminglemon",465,355752,"gaming"
"187",2019-06-02,"videogamedunkey",8910,7843944,"gaming"
"188",2019-06-02,"cocomelon",601626,538819859,"kids"
"189",2019-06-02,"cybervillagesolution",99442,56416906,"kids"
"190",2019-06-02,"disneyjunior",31423,24597938,"kids"
"191",2019-06-02,"kidsdianashow",570345,228056367,"kids"
"192",2019-06-02,"peppapig",48574,41083266,"kids"
"193",2019-06-02,"ryantoysreview",48577,108688899,"kids"
"194",2019-06-02,"thechuchutv",128901,54674010,"kids"
"195",2019-06-02,"toycantando",82290,43027802,"kids"
"196",2019-06-02,"UC977n5nXRn8MDuGQjwxkOLw",40374,13312155,"kids"
"197",2019-06-02,"UCgFXm4TI8htWmCyJ6cVPG_A",278777,185392027,"kids"
"198",2019-06-02,"UCpYye8D5fFMUPf9nSfgd4bA",48755,47647136,"kids"
"199",2019-06-02,"vladandniki",507985,283388076,"kids"
"200",2019-06-02,"vootkids",199163,51285960,"kids"
"201",2019-06-02,"abcnews",20014,22021462,"news"
"202",2019-06-02,"bbcamerica",2117,3073578,"news"
"203",2019-06-02,"cbsnews",6660,5699984,"news"
"204",2019-06-02,"foxnews",20891,27905514,"news"
"205",2019-06-02,"gma",9922,6121917,"news"
"206",2019-06-02,"nbcnews",6506,3293948,"news"
"207",2019-06-02,"theyoungturks",4332,7105612,"news"
"208",2019-06-02,"tmz",1543,2915861,"news"
"209",2019-06-02,"usatoday",3857,3087709,"news"
"210",2019-06-02,"austinevans",6339,3191110,"product_review"
"211",2019-06-02,"dopeornope",20467,8201787,"product_review"
"212",2019-06-02,"geekyranjit",5073,1965301,"product_review"
"213",2019-06-02,"ijustine",11625,3055018,"product_review"
"214",2019-06-02,"kustoo",1144.66666666667,270260,"product_review"
"215",2019-06-02,"mkbhd",52105,13933907,"product_review"
"216",2019-06-02,"techunboxing007",3127,330072,"product_review"
"217",2019-06-02,"tldtoday",874,1326072,"product_review"
"218",2019-06-02,"unboxingsve",15,7043,"product_review"
"219",2019-06-02,"unboxtherapy",38413,13586357,"product_review"
"220",2019-06-02,"drewbinsky",3954,1199959,"travel"
"221",2019-06-02,"evazubeckofficial",1194,80656,"travel"
"222",2019-06-02,"jonnajinton",6254,472643,"travel"
"223",2019-06-02,"karaandnate",5023,851498,"travel"
"224",2019-06-02,"koldstudios",3232,118208,"travel"
"225",2019-06-02,"lostleblanc",6063,561071,"travel"
"226",2019-06-02,"markwiens",29001,6362791,"travel"
"227",2019-06-02,"mikecorey",1721,141272,"travel"
"228",2019-06-02,"sailinglavagabonde",33021,4267793,"travel"
"229",2019-06-02,"sorelleamore",10470,371810,"travel"
"230",2019-06-02,"thebucketlistfamily",1986,236396,"travel"
"231",2019-06-09,"codyko",65333,12976839,"comedy"
"232",2019-06-09,"h3h3productions",24201,6922121,"comedy"
"233",2019-06-09,"idubbbztv",8337,2505716,"comedy"
"234",2019-06-09,"jacksfilms",5165,5899272,"comedy"
"235",2019-06-09,"jennamarbles",7068,6123756,"comedy"
"236",2019-06-09,"pewdiepie.x",109259,57405096,"comedy"
"237",2019-06-09,"rhettandlink",582,786629,"comedy"
"238",2019-06-09,"ryanhiga",8206,4441283,"comedy"
"239",2019-06-09,"tvfilthyfrank",10737,2236338,"comedy"
"240",2019-06-09,"chillingtaleswi",578,87233,"commentory"
"241",2019-06-09,"dangelowallace",462,43766,"commentory"
"242",2019-06-09,"infinitelists",103440,29076001,"commentory"
"243",2019-06-09,"kurtisconner",11302,1079544,"commentory"
"244",2019-06-09,"lostinvegas",4487,1183953,"commentory"
"245",2019-06-09,"madisonharnish",-2,6,"commentory"
"246",2019-06-09,"sssniperwolf",52500,37917273,"commentory"
"247",2019-06-09,"asapscience",17873,4210226,"educational"
"248",2019-06-09,"bigthink",4395,920269,"educational"
"249",2019-06-09,"cgpgrey",5998,1170607,"educational"
"250",2019-06-09,"commonsenseeducators",91,26689,"educational"
"251",2019-06-09,"crashcourse",20901,2925128,"educational"
"252",2019-06-09,"edutopia",239,58729,"educational"
"253",2019-06-09,"natgeo",33736,7980164,"educational"
"254",2019-06-09,"tededucation",31837,7189776,"educational"
"255",2019-06-09,"veritasium",98196,15393794,"educational"
"256",2019-06-09,"vsauce1",23124,3543230,"educational"
"257",2019-06-09,"jamescharles",34859,8306032,"fashion&beauty"
"258",2019-06-09,"jeffreestar",73435,7933852.91666667,"fashion&beauty"
"259",2019-06-09,"kathleenlights",2305,1506329,"fashion&beauty"
"260",2019-06-09,"nikkietutorials",10863,2688112,"fashion&beauty"
"261",2019-06-09,"patrickstarrr",4768,970224,"fashion&beauty"
"262",2019-06-09,"ppmussas",19860,4973514,"fashion&beauty"
"263",2019-06-09,"rclbeauty101",10283,5991574,"fashion&beauty"
"264",2019-06-09,"tati",-30154,6314531,"fashion&beauty"
"265",2019-06-09,"waynegoss",1181,425571,"fashion&beauty"
"266",2019-06-09,"zoesugg",-1254,282033,"fashion&beauty"
"267",2019-06-09,"blogilates",6966,1377444,"fitness"
"268",2019-06-09,"chloeting",45650,2476491,"fitness"
"269",2019-06-09,"fitnessblender",6932,1795164,"fitness"
"270",2019-06-09,"jdcav24",41548,6803841,"fitness"
"271",2019-06-09,"madfit",80768,2231417,"fitness"
"272",2019-06-09,"pamelarf1",10998,1041914,"fitness"
"273",2019-06-09,"popsugarfitness",12169,281877,"fitness"
"274",2019-06-09,"thefitnessmarshall",17077,2713843,"fitness"
"275",2019-06-09,"xhit",1750,581715,"fitness"
"276",2019-06-09,"yogawithadriene",21117,1959558,"fitness"
"277",2019-06-09,"americastestkitchen",2985,568815,"food"
"278",2019-06-09,"buzzfeedtasty",105209,31099728,"food"
"279",2019-06-09,"byrontalbott",32,57912,"food"
"280",2019-06-09,"foodwishes",8073,1926274,"food"
"281",2019-06-09,"gordonramsay",65542,11861644,"food"
"282",2019-06-09,"howtocakeit",5162,1203152,"food"
"283",2019-06-09,"howtocookthat",397,594715,"food"
"284",2019-06-09,"jamieoliver",8018,1801196,"food"
"285",2019-06-09,"junskitchen",55938,3038833,"food"
"286",2019-06-09,"laurainthekitchen",2561,636704,"food"
"287",2019-06-09,"maangchi",19806,1684697,"food"
"288",2019-06-09,"tabithabrown",142,3479,"food"
"289",2019-06-09,"UCJHA_jMfCvEnv-3kRjTCQXw",39112,9478667,"food"
"290",2019-06-09,"captainsparklez",2517,3163053,"gaming"
"291",2019-06-09,"coryxkenshin",25411,12053108,"gaming"
"292",2019-06-09,"gamegrumps",4657,11245416,"gaming"
"293",2019-06-09,"gamenewsofficial",1270,1562965,"gaming"
"294",2019-06-09,"gamespot",39655,32483936,"gaming"
"295",2019-06-09,"jacksepticeye",57637,30760636,"gaming"
"296",2019-06-09,"leagueoflegends",13064,11356710,"gaming"
"297",2019-06-09,"mrbeast6000",444491,89528829,"gaming"
"298",2019-06-09,"packattack04082",7894,9987407,"gaming"
"299",2019-06-09,"pewdiepie.y",109259,57405096,"gaming"
"300",2019-06-09,"smoshgames",2437,3425449,"gaming"
"301",2019-06-09,"thegaminglemon",-153,593380,"gaming"
"302",2019-06-09,"videogamedunkey",15700,9810819,"gaming"
"303",2019-06-09,"cocomelon",527962,516443789,"kids"
"304",2019-06-09,"cybervillagesolution",89721,51369051,"kids"
"305",2019-06-09,"disneyjunior",30619,29581414,"kids"
"306",2019-06-09,"kidsdianashow",627127,276895989,"kids"
"307",2019-06-09,"peppapig",35152,41652885,"kids"
"308",2019-06-09,"ryantoysreview",56007,112298533,"kids"
"309",2019-06-09,"thechuchutv",102533,49455616,"kids"
"310",2019-06-09,"toycantando",85422,44023326,"kids"
"311",2019-06-09,"UC977n5nXRn8MDuGQjwxkOLw",37681,12678129,"kids"
"312",2019-06-09,"UCgFXm4TI8htWmCyJ6cVPG_A",249882,169912139,"kids"
"313",2019-06-09,"UCpYye8D5fFMUPf9nSfgd4bA",94591,58463865,"kids"
"314",2019-06-09,"vladandniki",401494,242583299,"kids"
"315",2019-06-09,"vootkids",55596,24422843,"kids"
"316",2019-06-09,"abcnews",26270,28292729,"news"
"317",2019-06-09,"bbcamerica",2053,2743135,"news"
"318",2019-06-09,"cbsnews",8645,7096113,"news"
"319",2019-06-09,"foxnews",15703,23312050,"news"
"320",2019-06-09,"gma",8696,4566165,"news"
"321",2019-06-09,"nbcnews",8839,4671320,"news"
"322",2019-06-09,"theyoungturks",5300,6671805,"news"
"323",2019-06-09,"tmz",4066,4655532,"news"
"324",2019-06-09,"usatoday",4536,3845977,"news"
"325",2019-06-09,"austinevans",11111,2699017,"product_review"
"326",2019-06-09,"dopeornope",17769,8265863,"product_review"
"327",2019-06-09,"geekyranjit",5539,2182211,"product_review"
"328",2019-06-09,"ijustine",8678,2505914,"product_review"
"329",2019-06-09,"kustoo",2286,444115,"product_review"
"330",2019-06-09,"mkbhd",21688,4618646,"product_review"
"331",2019-06-09,"techunboxing007",2810,328578,"product_review"
"332",2019-06-09,"tldtoday",439.5,891146,"product_review"
"333",2019-06-09,"unboxingsve",3,5647,"product_review"
"334",2019-06-09,"unboxtherapy",41313,14538822,"product_review"
"335",2019-06-09,"drewbinsky",4094,1368894,"travel"
"336",2019-06-09,"evazubeckofficial",1207,68147,"travel"
"337",2019-06-09,"jonnajinton",8676,413340,"travel"
"338",2019-06-09,"karaandnate",7208,1073375,"travel"
"339",2019-06-09,"koldstudios",4020,134018,"travel"
"340",2019-06-09,"lostleblanc",5206,447448,"travel"
"341",2019-06-09,"markwiens",31619,6926541,"travel"
"342",2019-06-09,"mikecorey",1395,122509,"travel"
"343",2019-06-09,"sailinglavagabonde",28466,3084192,"travel"
"344",2019-06-09,"sorelleamore",7341,478017,"travel"
"345",2019-06-09,"thebucketlistfamily",1719,270796,"travel"
"346",2019-06-16,"codyko",40719,8583225,"comedy"
"347",2019-06-16,"h3h3productions",17865,4083476,"comedy"
"348",2019-06-16,"idubbbztv",6408,2143278,"comedy"
"349",2019-06-16,"jacksfilms",5955,4744492,"comedy"
"350",2019-06-16,"jennamarbles",16440,8129518,"comedy"
"351",2019-06-16,"pewdiepie.x",137827,60100869,"comedy"
"352",2019-06-16,"rhettandlink",-38,539004,"comedy"
"353",2019-06-16,"ryanhiga",7897,3569377,"comedy"
"354",2019-06-16,"tvfilthyfrank",14052,2646089,"comedy"
"355",2019-06-16,"chillingtaleswi",617,83368,"commentory"
"356",2019-06-16,"dangelowallace",212,29384,"commentory"
"357",2019-06-16,"infinitelists",63546,21198221,"commentory"
"358",2019-06-16,"kurtisconner",11437,1579558,"commentory"
"359",2019-06-16,"lostinvegas",4498,935569,"commentory"
"360",2019-06-16,"madisonharnish",0,2,"commentory"
"361",2019-06-16,"sssniperwolf",63162,38470562,"commentory"
"362",2019-06-16,"asapscience",19563,3579658,"educational"
"363",2019-06-16,"bigthink",3029,742930,"educational"
"364",2019-06-16,"cgpgrey",9720,2849901,"educational"
"365",2019-06-16,"commonsenseeducators",110,24323,"educational"
"366",2019-06-16,"crashcourse",18731,2791084,"educational"
"367",2019-06-16,"edutopia",260,64002,"educational"
"368",2019-06-16,"natgeo",31610,8568926,"educational"
"369",2019-06-16,"tededucation",34155,6846450,"educational"
"370",2019-06-16,"veritasium",40571,6954308,"educational"
"371",2019-06-16,"vsauce1",19387,3279803,"educational"
"372",2019-06-16,"jamescharles",64625,12790860,"fashion&beauty"
"373",2019-06-16,"jeffreestar",35526,6872049,"fashion&beauty"
"374",2019-06-16,"kathleenlights",2449,1733674,"fashion&beauty"
"375",2019-06-16,"nikkietutorials",14997,3975914,"fashion&beauty"
