url,name,category
https://web.archive.org/web/20220528211451/https://socialblade.com/youtube/user/jamieoliver/monthly,jamieoliver,food
https://web.archive.org/web/20220528211857/https://socialblade.com/youtube/c/laurainthekitchen/monthly,laurainthekitchen,food
https://web.archive.org/web/20220528211944/https://socialblade.com/youtube/user/maangchi/monthly,maangchi,food
https://web.archive.org/web/20220528212704/https://socialblade.com/youtube/user/junskitchen/monthly,junskitchen,food
https://web.archive.org/web/20220528212800/https://socialblade.com/youtube/user/foodwishes/monthly,foodwishes,food
https://web.archive.org/web/20220528212910/https://socialblade.com/youtube/c/howtocakeit/monthly,howtocakeit,food
https://web.archive.org/web/20220528213006/https://socialblade.com/youtube/user/gordonramsay/monthly,gordonramsay,food
https://web.archive.org/web/20220528213125/https://socialblade.com/youtube/user/byrontalbott/monthly,byrontalbott,food
https://web.archive.org/web/20220528213322/https://socialblade.com/youtube/user/howtocookthat/monthly,howtocookthat,food
https://web.archive.org/web/20220528213504/https://socialblade.com/youtube/c/tabithabrown/monthly,tabithabrown,food
https://web.archive.org/web/20220528213732/https://socialblade.com/youtube/user/americastestkitchen/monthly,americastestkitchen,food
https://web.archive.org/web/20220529023155/https://socialblade.com/youtube/c/kidsdianashow/monthly,kidsdianashow,kids
https://web.archive.org/web/20220529014014/https://socialblade.com/youtube/c/cocomelon/monthly,cocomelon,kids
https://web.archive.org/web/20220529014703/https://socialblade.com/youtube/c/ryantoysreview/monthly,ryantoysreview,kids
https://web.archive.org/web/20220529015513/https://socialblade.com/youtube/user/cybervillagesolution/monthly,cybervillagesolution,kids
https://web.archive.org/web/20220529015800/https://socialblade.com/youtube/c/peppapig/monthly,peppapig,kids
https://web.archive.org/web/20220529020140/https://socialblade.com/youtube/channel/UC977n5nXRn8MDuGQjwxkOLw/monthly,UC977n5nXRn8MDuGQjwxkOLw,kids
https://web.archive.org/web/20220529020513/https://socialblade.com/youtube/c/vladandniki/monthly,vladandniki,kids
https://web.archive.org/web/20220529020739/https://socialblade.com/youtube/channel/UCgFXm4TI8htWmCyJ6cVPG_A/monthly,UCgFXm4TI8htWmCyJ6cVPG_A,kids
https://web.archive.org/web/20220529024216/https://socialblade.com/youtube/user/disneyjunior/monthly,disneyjunior,kids
https://web.archive.org/web/20220529021500/https://socialblade.com/youtube/c/vootkids/monthly,vootkids,kids
https://web.archive.org/web/20220529024450/https://socialblade.com/youtube/user/toycantando/monthly,toycantando,kids
https://web.archive.org/web/20220529024734/https://socialblade.com/youtube/channel/UCpYye8D5fFMUPf9nSfgd4bA/monthly,UCpYye8D5fFMUPf9nSfgd4bA,kids
https://web.archive.org/web/20220529025025/https://socialblade.com/youtube/user/thechuchutv/monthly,thechuchutv,kids
https://web.archive.org/web/20220529025858/https://socialblade.com/youtube/user/rclbeauty101/monthly,rclbeauty101,fashion&beauty
https://web.archive.org/web/20220529030216/https://socialblade.com/youtube/user/jeffreestar/monthly,jeffreestar,fashion&beauty
https://web.archive.org/web/20220529030743/https://socialblade.com/youtube/c/tati/monthly,tati,fashion&beauty
https://web.archive.org/web/20220529031025/https://socialblade.com/youtube/user/nikkietutorials/monthly,nikkietutorials,fashion&beauty
https://web.archive.org/web/20220529031248/https://socialblade.com/youtube/user/kathleenlights/monthly,kathleenlights,fashion&beauty
https://web.archive.org/web/20220529031838/https://socialblade.com/youtube/c/patrickstarrr/monthly,patrickstarrr,fashion&beauty
https://web.archive.org/web/20220529032121/https://socialblade.com/youtube/c/waynegoss/monthly,waynegoss,fashion&beauty
https://web.archive.org/web/20220529033234/https://socialblade.com/youtube/c/jamescharles/monthly,jamescharles,fashion&beauty
https://web.archive.org/web/20220529033530/https://socialblade.com/youtube/c/zoesugg/monthly,zoesugg,fashion&beauty
https://web.archive.org/web/20220529033815/https://socialblade.com/youtube/user/ppmussas/monthly,ppmussas,fashion&beauty
https://web.archive.org/web/20220529032030/https://socialblade.com/youtube/user/tededucation/monthly,tededucation,educational
https://web.archive.org/web/20220529032153/https://socialblade.com/youtube/user/crashcourse/monthly,crashcourse,educational
https://web.archive.org/web/20220529032501/https://socialblade.com/youtube/user/cgpgrey/monthly,cgpgrey,educational
https://web.archive.org/web/20220529032625/https://socialblade.com/youtube/c/vsauce1/monthly,vsauce1,educational
https://web.archive.org/web/20220529032910/https://socialblade.com/youtube/c/veritasium/monthly,veritasium,educational
https://web.archive.org/web/20220529033007/https://socialblade.com/youtube/user/asapscience/monthly,asapscience,educational
https://web.archive.org/web/20220529033203/https://socialblade.com/youtube/user/commonsenseeducators/monthly,commonsenseeducators,educational
https://web.archive.org/web/20220529033303/https://socialblade.com/youtube/user/edutopia/monthly,edutopia,educational
https://web.archive.org/web/20220529033411/https://socialblade.com/youtube/user/bigthink/monthly,bigthink,educational
https://web.archive.org/web/20220529033519/https://socialblade.com/youtube/c/natgeo/monthly,natgeo,educational
https://web.archive.org/web/20220529034006/https://socialblade.com/youtube/c/techunboxing007/monthly,techunboxing007,product_review
https://web.archive.org/web/20220529034445/https://socialblade.com/youtube/user/unboxtherapy/monthly,unboxtherapy,product_review
https://web.archive.org/web/20220529034629/https://socialblade.com/youtube/c/unboxingsve/monthly,unboxingsve,product_review
https://web.archive.org/web/20220529035147/https://socialblade.com/youtube/c/mkbhd/monthly,mkbhd,product_review
https://web.archive.org/web/20220529035526/https://socialblade.com/youtube/c/dopeornope/monthly,dopeornope,product_review
https://web.archive.org/web/20220529035707/https://socialblade.com/youtube/user/ijustine/monthly,ijustine,product_review
https://web.archive.org/web/20220529035816/https://socialblade.com/youtube/c/austinevans/monthly,austinevans,product_review
https://web.archive.org/web/20220529035922/https://socialblade.com/youtube/user/tldtoday/monthly,tldtoday,product_review
https://web.archive.org/web/20220529040116/https://socialblade.com/youtube/user/geekyranjit/monthly,geekyranjit,product_review
https://web.archive.org/web/20220529040221/https://socialblade.com/youtube/user/kustoo/monthly,kustoo,product_review
https://web.archive.org/web/20220529034953/https://socialblade.com/youtube/channel/UCUyuwKWKge8qjnxpPYJuA8g/monthly,UCUyuwKWKge8qjnxpPYJuA8g,commentory
https://web.archive.org/web/20220529035316/https://socialblade.com/youtube/channel/UCOyshL6rKK1GqwoEfy_ehBg/monthly,UCOyshL6rKK1GqwoEfy_ehBg,commentory
https://web.archive.org/web/20220529035535/https://socialblade.com/youtube/c/blastphamoushdtv/monthly,blastphamoushdtv,commentory
https://web.archive.org/web/20220529035920/https://socialblade.com/youtube/c/dangelowallace/monthly,dangelowallace,commentory
https://web.archive.org/web/20220529040047/https://socialblade.com/youtube/c/madisonharnish/monthly,madisonharnish,commentory
https://web.archive.org/web/20220529040200/https://socialblade.com/youtube/user/kurtisconner/monthly,kurtisconner,commentory
https://web.archive.org/web/20220529040500/https://socialblade.com/youtube/user/chillingtaleswi/monthly,chillingtaleswi,commentory
https://web.archive.org/web/20220529040857/https://socialblade.com/youtube/c/lostinvegas/monthly,lostinvegas,commentory
https://web.archive.org/web/20220529041559/https://socialblade.com/youtube/user/sssniperwolf/monthly,sssniperwolf,commentory
https://web.archive.org/web/20220529041806/https://socialblade.com/youtube/c/infinitelists/monthly,infinitelists,commentory
